date,open,high,low,close,volume
2025-10-17,1458.27,1463.09,1429.69,1430.64,38085.89
2025-10-20,1430.64,1444.9,1430.52,1433.52,25949.88
2025-10-21,1434.58,1445.33,1431.13,1437.78,25442.67
2025-10-22,1437.6,1441.19,1431.63,1434.28,18194.92
2025-10-23,1430.64,1444.21,1422.97,1443.4,29322.35
2025-10-24,1443.38,1454.12,1425.08,1425.73,38225.83
2025-10-27,1415.89,1428.17,1411.95,1416.3,37102.39
2025-10-28,1417.86,1426.91,1416.97,1420.81,27124.33
2025-10-29,1415.91,1422.33,1406.1,1407.93,33937.11
2025-10-30,1398.01,1412.58,1398.01,1402.86,47456.1
2025-10-31,1398.19,1411.94,1396.34,1406.07,35693.77
2025-11-03,1407.04,1423.76,1396.33,1410.98,34547.66
2025-11-04,1411.08,1411.74,1399.94,1405.08,26565.72
2025-11-05,1402.02,1407.03,1396.24,1396.31,34475.27
2025-11-06,1406.06,1417.32,1406.05,1411.1,38347.82
2025-11-07,1411.09,1415.68,1407.15,1409.33,18861.39
2025-11-10,1410.98,1439.19,1410.96,1437.82,49451.54
2025-11-11,1437.52,1437.7,1422.78,1434.57,26691.56
2025-11-12,1435.54,1453.61,1434.78,1440.62,32992.1
2025-11-13,1437.64,1448.91,1433.59,1445.76,31179.23
2025-11-14,1445.39,1454.19,1431.92,1432.22,27473.06
2025-11-17,1429.66,1448.34,1421.59,1446.37,34462.21
2025-11-18,1446.08,1461.19,1444.41,1451.29,34204.78
2025-11-19,1449.32,1454.76,1445.35,1446.38,22045.37
2025-11-20,1447.36,1455.13,1440.5,1442.55,24002.32
2025-11-21,1445.88,1455.22,1431.63,1442.05,42607.2
2025-11-24,1442.44,1446.37,1426.84,1427.69,33607.44
2025-11-25,1433.59,1433.59,1420.32,1420.47,28440.69
2025-11-26,1424.62,1429.16,1419.41,1424.89,20306.16
2025-11-27,1425.23,1425.73,1414.95,1423.07,22286.89
2025-11-28,1422.28,1431.13,1418.84,1426.22,23211.21
2025-12-01,1426.71,1437.79,1417.86,1423.76,27333.42
2025-12-02,1423.76,1427.61,1411.0,1411.99,25047.26
2025-12-03,1411.77,1411.93,1404.09,1405.18,23572.79
2025-12-04,1405.18,1408.52,1394.64,1400.14,29075.39
2025-12-05,1400.14,1409.1,1395.74,1406.07,25401.66
2025-12-08,1405.27,1412.62,1394.26,1394.48,33602.8
2025-12-09,1394.49,1397.21,1376.61,1377.56,42634.43
2025-12-10,1376.56,1379.32,1360.02,1379.32,33133.47
2025-12-11,1383.11,1388.35,1378.09,1388.35,22385.01
2025-12-12,1394.26,1401.14,1389.91,1396.87,37159.19
2025-12-15,1415.49,1415.88,1401.7,1402.13,33358.79
2025-12-16,1402.32,1404.86,1391.31,1398.19,23963.67
2025-12-17,1401.14,1415.83,1393.95,1409.11,31382.49
2025-12-18,1409.5,1414.79,1402.24,1407.04,17829.95
2025-12-19,1410.0,1412.45,1401.01,1410.0,26508.68
2025-12-22,1410.0,1414.14,1406.58,1408.26,20425.65
2025-12-23,1408.26,1412.93,1397.19,1407.86,24506.81
2025-12-24,1404.99,1406.36,1400.0,1400.9,25186.69
2025-12-25,1405.0,1419.48,1401.38,1414.17,23386.21
2025-12-26,1414.17,1419.14,1410.0,1414.13,17802.99
2025-12-29,1414.13,1414.13,1401.0,1402.0,26308.1
2025-12-30,1401.0,1401.9,1386.0,1389.72,33791.94
2025-12-31,1390.0,1394.0,1377.17,1377.18,34765.63
