stock_code,report_date,roe,net_profit,gross_margin,debt_ratio,net_margin,operating_cashflow,total_equity
002736.SZ,2022-12-31,5.9746,6084589798.77,,72.8946,38.3263,-7341516339.02,106885032402.97
002736.SZ,2023-03-31,1.6346,1768293436.94,,72.9318,42.4715,-4870623089.1,109469701952.18
002736.SZ,2023-06-30,3.3412,3589563661.48,,73.2294,43.734,1417444470.97,107982253793.35
002736.SZ,2023-09-30,4.5119,4873664232.04,,73.3299,39.1693,-19362581660.22,109149700437.01
002736.SZ,2023-12-31,5.9144,6427294103.14,,76.1406,37.1158,-47855599655.56,110459524101.41
002736.SZ,2024-03-31,1.0991,1228850032.08,,76.2185,36.5472,9133880536.86,113153402984.12
002736.SZ,2024-06-30,2.814,3138731142.1,,75.8162,43.0323,22554573907.37,112619593639.76
002736.SZ,2024-09-30,4.3411,4878734171.69,,76.3881,43.0401,56206237613.74,114312247028.28
002736.SZ,2024-12-31,7.1715,8216853230.62,,76.3329,40.7437,33747097409.06,118692044508.7
002736.SZ,2025-03-31,1.9495,2328936185.84,,76.2489,44.0899,5368503381.88,120230477451.45
002736.SZ,2025-06-30,4.4081,5367338299.68,,75.9096,48.4629,32260210027.38,124830446843.31
002736.SZ,2025-09-30,7.4331,9136819883.72,,77.2995,47.5804,25490176160.8,127369531554.46
002916.SZ,2022-03-31,3.487,348073869.37,26.7916,40.9655,10.4983,610048806.83,11436871286.43
002916.SZ,2022-06-30,7.5693,752707100.95,26.4864,41.0909,10.7967,1632272255.99,11358718576.81
002916.SZ,2022-09-30,11.6399,1182854963.07,26.1059,41.5415,11.281,2431046590.48,11792430736.6
002916.SZ,2022-12-31,15.805,1641484361.22,25.5188,40.8891,11.7312,3179833339.56,12255127707.67
002916.SZ,2023-03-31,1.6683,205939961.4,23.0498,36.5597,7.3954,689574962.52,12496979430.27
002916.SZ,2023-06-30,3.8686,473605566.18,22.9313,39.8096,7.8492,1219835545.99,12253297561.1
002916.SZ,2023-09-30,7.2839,908106224.9,23.1133,40.9584,9.5979,1549931446.98,12687391290.88
002916.SZ,2023-12-31,10.9935,1397625482.83,23.4335,41.6686,10.3326,2589283004.69,13186909366.34
002916.SZ,2024-03-31,2.8383,379272023.84,25.1905,41.8763,9.5751,562835154.99,13565575426.74
002916.SZ,2024-06-30,7.3424,987168346.9,26.198,42.3405,11.8636,1398768459.51,13712498613.61
002916.SZ,2024-09-30,10.8577,1487976562.82,25.907,42.4657,11.4026,1664019386.23,14254120472.9
002916.SZ,2024-12-31,13.5073,1878722169.02,24.834,42.1162,10.4913,2982221520.41,14645901480.19
002916.SZ,2025-03-31,3.3066,492056366.0,24.7403,42.1387,10.2878,612758707.92,15137902689.11
002916.SZ,2025-06-30,9.117,1361120341.92,26.2844,42.4901,13.0208,1495526343.91,15247110220.09
002916.SZ,2025-09-30,15.1022,2328338717.68,28.2045,43.6474,13.8972,2314155787.42,16215009718.74
002920.SZ,2022-03-31,5.7648,315204881.4,23.9593,45.702,10.0334,45600786.65,5768074686.23
002920.SZ,2022-06-30,9.4496,514668432.53,23.9818,47.6997,8.0324,56296578.22,5761097920.62
002920.SZ,2022-09-30,12.3229,685460200.87,23.7348,53.1038,6.7794,93470800.25,5968228548.98
002920.SZ,2022-12-31,20.0504,1172121370.18,23.0343,52.4312,7.8493,609599866.63,6543581589.05
002920.SZ,2023-03-31,4.96,329545260.52,21.0856,51.8989,8.2729,192607804.95,6916947747.74
002920.SZ,2023-06-30,9.0986,605790463.21,20.6525,52.333,6.9436,302483104.94,6933447182.27
002920.SZ,2023-09-30,13.9909,958198455.9,19.8803,55.5802,6.6218,431717412.07,7316664072.64
002920.SZ,2023-12-31,21.438,1541573986.83,19.9738,55.2565,7.0366,1141042734.59,8060135905.65
002920.SZ,2024-03-31,4.7187,389874356.71,19.3385,54.1769,6.9032,198468612.94,8469539432.2
002920.SZ,2024-06-30,10.2764,846041392.83,20.3268,50.7943,7.2358,615234499.54,8481298037.69
002920.SZ,2024-09-30,16.6405,1417294853.22,20.5502,53.0239,7.4694,839035141.4,9075445208.73
002920.SZ,2024-12-31,22.7884,2018071593.25,19.8768,54.5436,7.3071,1493510667.93,9765540575.68
002920.SZ,2025-03-31,5.8608,586731378.21,20.5204,52.9573,8.6386,606517480.64,10353249993.55
002920.SZ,2025-06-30,12.6821,1233885792.98,20.3273,54.8819,8.4257,1637555703.43,9771232050.65
002920.SZ,2025-09-30,14.7219,1804619570.01,19.7007,45.7328,8.0792,2259552303.53,14783622432.15
002938.SZ,2022-03-31,2.4607,593199845.62,19.8207,28.6222,8.3828,3298091349.5,24400544398.25
002938.SZ,2022-06-30,5.9423,1426411414.66,19.5178,29.6755,10.0519,5301894263.29,24195536502.71
002938.SZ,2022-09-30,13.0549,3264289223.49,22.6037,32.9473,13.1669,7501040089.88,26195516117.28
002938.SZ,2022-12-31,19.3683,5011536639.03,23.9974,28.0036,13.8398,10956763951.29,27936787737.53
002938.SZ,2023-03-31,1.4861,418531593.32,20.9051,25.6054,6.2777,2790576163.95,28389379395.89
002938.SZ,2023-06-30,2.9408,811847982.43,18.3078,25.663,7.0379,4462575820.47,27275175855.44
002938.SZ,2023-09-30,6.5541,1844302223.56,20.2841,31.4752,9.0161,4993551512.81,28342372983.21
002938.SZ,2023-12-31,11.4155,3286790532.78,21.3375,29.8091,10.2501,7968561814.22,29675404869.83
002938.SZ,2024-03-31,1.6643,497244842.35,20.3744,24.972,7.4365,1990678221.47,30129510110.07
002938.SZ,2024-06-30,2.665,784141514.1,17.974,26.829,5.9739,2790005762.81,29228124813.64
002938.SZ,2024-09-30,6.5733,1973882194.18,20.4659,30.608,8.4043,2918153828.82,30472153959.56
002938.SZ,2024-12-31,11.7238,3619047741.72,20.7646,27.4368,10.2988,7082423666.52,32321508583.76
002938.SZ,2025-03-31,1.5064,486340365.71,17.8332,25.8348,6.014,2504703146.61,32911811234.89
002938.SZ,2025-06-30,3.8931,1226181785.56,19.0726,29.2429,7.488,4276933506.84,31440896898.3
002938.SZ,2025-09-30,7.4335,2392939388.84,20.6375,31.4232,8.9104,4258554224.58,32865563333.02
003816.SZ,2022-03-31,2.7865,4263667424.1,40.2817,61.9557,24.8209,3944891218.5,153393808306.92
003816.SZ,2022-06-30,5.795,8849747955.83,40.0687,62.0207,24.1651,12936515886.58,153468316057.29
003816.SZ,2022-09-30,8.4931,13093016598.62,37.3079,60.9066,22.4138,24328787492.92,157195357575.2
003816.SZ,2022-12-31,9.582,15241537775.97,33.2536,61.3871,18.4027,31368408488.65,157932951925.93
003816.SZ,2023-03-31,3.2056,5224441589.57,41.2297,61.0104,28.5663,4460418797.08,160906888042.52
003816.SZ,2023-06-30,6.4169,10909720903.58,42.7065,60.6685,27.7772,15679972549.89,162493646395.25
003816.SZ,2023-09-30,8.8382,15306551008.25,39.9835,60.225,25.5781,26997797062.71,164644279439.87
003816.SZ,2023-12-31,9.738,17045771635.63,35.9679,60.1917,20.6494,33119894272.61,165303946859.07
003816.SZ,2024-03-31,3.1315,5359776364.53,39.2762,59.8194,27.9425,5584115647.6,168427992762.83
003816.SZ,2024-06-30,6.2116,10850980238.7,38.5644,59.8234,27.5575,12789004652.64,168259275253.02
003816.SZ,2024-09-30,8.6182,15502383426.57,36.7231,59.4539,24.896,25820398997.06,170903730683.29
003816.SZ,2024-12-31,9.2952,17443883449.05,34.0292,59.3321,20.0956,38015962614.4,173514400376.37
003816.SZ,2025-03-31,2.4888,4740656288.11,36.5814,59.6837,23.6701,1961157081.92,174327728587.67
003816.SZ,2025-06-30,4.9324,8830223880.27,34.9855,60.227,22.545,11316632119.94,173715589322.39
003816.SZ,2025-09-30,7.0297,12887368757.11,33.5478,60.827,21.5786,20792177275.64,175159013922.93
300014.SZ,2022-03-31,2.8765,477802766.64,13.7494,58.5784,7.0954,853384921.59,20755196059.0
300014.SZ,2022-06-30,7.3975,1261252886.56,14.9622,65.4695,8.4498,1809551777.7,21251360669.11
300014.SZ,2022-09-30,14.0352,2658072285.0,15.8616,66.2964,10.9461,2881541711.83,22590409786.42
300014.SZ,2022-12-31,14.5156,3671894047.83,16.4321,60.3526,10.1143,2860220008.15,33160179525.34
300014.SZ,2023-03-31,3.66,1299558645.11,16.831,59.6761,11.6182,979913659.77,34818581150.98
300014.SZ,2023-06-30,6.8314,2531535912.34,15.9292,60.156,11.0183,3300467538.36,35732613441.3
300014.SZ,2023-09-30,10.6917,3880642336.62,16.78,60.1452,10.9225,5358649318.89,36894784175.94
300014.SZ,2023-12-31,12.4341,4520265933.33,16.6435,59.7211,9.266,8676259761.12,38005267621.32
300014.SZ,2024-03-31,3.0217,1055311277.97,17.6382,59.4048,11.3263,-1751380202.07,39066570166.66
300014.SZ,2024-06-30,6.0688,2148138062.32,16.4534,60.5779,9.9178,311882588.92,38984191373.02
300014.SZ,2024-09-30,8.9375,3274120918.64,17.3828,60.3547,9.6158,2116324374.61,39980224859.51
300014.SZ,2024-12-31,11.272,4221402696.57,17.4132,59.3627,8.6834,4433732894.55,40999186872.64
300014.SZ,2025-03-31,2.8866,1164703809.72,17.1593,61.9799,9.102,892143948.57,41252152651.1
300014.SZ,2025-06-30,4.2022,1743083921.22,17.3256,62.5686,6.1878,2372565711.61,41434177431.9
300014.SZ,2025-09-30,7.2707,2976541793.8,15.9549,63.4657,6.6143,4903825467.82,42515135894.62
300015.SZ,2022-03-31,5.2703,692936653.68,46.9955,42.4488,16.6226,1033576295.45,12849942035.55
300015.SZ,2022-06-30,10.9458,1427131493.44,49.3239,42.7009,17.6028,2315557961.27,13139817070.17
300015.SZ,2022-09-30,17.1138,2573101878.69,51.9133,36.1764,19.7149,4002306092.82,17164281468.05
300015.SZ,2022-12-31,18.0423,2688996536.73,50.463,33.7237,16.6915,4490674811.38,17615469369.13
300015.SZ,2023-03-31,4.5704,900704891.65,47.491,34.4068,17.9404,1653223002.26,18602354830.1
300015.SZ,2023-06-30,10.0331,1934985793.64,49.4624,35.235,18.8747,3369176239.01,18505193163.67
300015.SZ,2023-09-30,17.9857,3520473643.86,51.9339,33.7584,21.9383,5574372857.5,19815655244.29
300015.SZ,2023-12-31,18.9087,3655995540.9,50.7935,33.6635,17.9504,5871890091.49,20024761539.92
300015.SZ,2024-03-31,4.6681,972413908.0,48.2931,32.2841,18.7142,1290939304.47,20923724633.05
300015.SZ,2024-06-30,10.7066,2208703867.06,49.4401,35.0256,20.9451,2843399691.04,20580916113.66
300015.SZ,2024-09-30,17.5847,3668206516.88,51.0183,34.6908,22.5023,4298762594.82,21538560424.64
300015.SZ,2024-12-31,17.9733,3736129681.96,48.117,34.4104,17.8056,4881686201.15,21812012997.72
300015.SZ,2025-03-31,4.9337,1166518961.07,48.017,33.3019,19.3576,1820785553.45,23067207204.67
300015.SZ,2025-06-30,9.677,2219670514.33,48.558,34.6892,19.2895,3402066561.83,23034651183.52
300015.SZ,2025-09-30,14.4374,3367140980.96,49.2741,33.5258,19.2586,5078358713.04,23821957146.58
300033.SZ,2022-03-31,1.8499,111876748.85,83.981,24.8262,21.7244,89428592.84,5618591541.18
300033.SZ,2022-06-30,7.7622,484940831.07,87.5449,27.1817,34.9004,384429966.84,6018288844.58
300033.SZ,2022-09-30,13.6578,882437333.92,88.4207,21.5348,38.7771,897092335.97,6445364369.2
300033.SZ,2022-12-31,24.6479,1691066996.78,89.6147,19.7449,47.5134,1749608773.73,7245062468.94
300033.SZ,2023-03-31,1.8434,122235551.26,82.3977,25.4164,20.0443,75566898.08,6017050031.76
300033.SZ,2023-06-30,6.7346,459280645.18,86.0057,26.924,31.233,421172462.33,6395296885.85
300033.SZ,2023-09-30,11.0495,770570898.37,88.0623,21.5858,32.4807,749378918.34,6703538413.78
300033.SZ,2023-12-31,19.2591,1402476723.6,89.086,25.6531,39.3483,1591901414.82,7319347639.52
300033.SZ,2024-03-31,1.5316,103847272.54,82.5387,27.1352,16.7814,-50498687.45,6244179701.31
300033.SZ,2024-06-30,5.2493,362864624.88,84.8549,24.8182,26.1158,304316414.49,6507256398.15
300033.SZ,2024-09-30,9.2329,650917369.0,85.6871,26.9039,27.8799,654866071.28,6782018873.13
300033.SZ,2024-12-31,23.8441,1823278194.38,89.4096,27.3509,43.5483,2315506812.27,7974325150.3
300033.SZ,2025-03-31,1.6659,120453542.34,84.2978,29.7154,16.0994,313291816.68,6480190401.7
300033.SZ,2025-06-30,6.7679,501931328.16,86.9481,33.6379,28.2078,1140990958.59,6856842941.88
300033.SZ,2025-09-30,15.5872,1206281689.52,89.0408,34.4901,36.9927,2195884161.73,7502968857.69
300059.SZ,2022-03-31,4.1888,2171021151.7,89.1854,70.6151,67.9236,-351604015.12,59618032915.56
300059.SZ,2022-06-30,8.4508,4443714713.22,88.7659,72.138,70.4457,16906439278.6,61126563100.59
300059.SZ,2022-09-30,12.2719,6594205473.6,88.734,67.7689,68.9675,-3896050141.1,63428300948.26
300059.SZ,2022-12-31,15.5844,8509461233.33,88.4566,69.2446,68.1543,1277465895.39,65164663223.24
300059.SZ,2023-03-31,3.066,2028957637.67,87.3312,69.6297,72.2062,33866233.87,67188126438.09
300059.SZ,2023-06-30,6.3181,4224638893.2,87.2336,70.4706,73.4692,-191831147.64,68567081054.71
300059.SZ,2023-09-30,9.1567,6208920957.81,86.7278,69.3695,73.146,-8836163082.95,70450803802.15
300059.SZ,2023-12-31,11.9501,8193469277.99,86.1622,69.9627,73.9387,-3137724690.98,71962860559.82
300059.SZ,2024-03-31,2.6866,1953787436.07,83.1948,71.4404,79.5537,19567555673.35,73484143404.24
300059.SZ,2024-06-30,5.5178,4055792191.42,83.6239,71.4783,82.0183,10247598959.97,75044407033.98
300059.SZ,2024-09-30,8.1149,6041773745.62,83.7248,76.4329,82.7232,64120818904.37,76942175762.75
300059.SZ,2024-12-31,12.5878,9610120743.64,84.0393,73.6504,82.8149,44587872891.43,80727090522.63
300059.SZ,2025-03-31,3.3109,2715030716.13,83.992,74.8767,77.8931,-4565866155.58,83277358117.3
300059.SZ,2025-06-30,6.6952,5567372075.26,83.7486,75.9113,81.2,4627655772.56,85582293956.35
300059.SZ,2025-09-30,10.7275,9097249872.32,84.1305,76.6265,78.4994,-6585303323.06,88878870293.6
300122.SZ,2022-03-31,10.3271,1922756886.8,33.6734,37.308,21.7478,-3316743954.4,19579969798.63
300122.SZ,2022-06-30,19.5834,3729017351.47,33.4541,41.1026,20.3175,-1380303201.53,20426230263.3
300122.SZ,2022-09-30,28.0627,5607155253.07,33.1985,38.4331,20.1527,989225797.01,22304368164.9
300122.SZ,2022-12-31,35.9913,7538999697.34,33.6308,36.2268,19.7026,1989033105.26,24236212609.17
300122.SZ,2023-03-31,8.0469,2032024553.16,30.3033,39.2536,18.1873,-1040028831.23,26268237162.33
300122.SZ,2023-06-30,16.4057,4259927399.09,29.5533,42.1315,17.4264,2177048311.55,27696140008.26
300122.SZ,2023-09-30,24.0959,6530323266.83,28.2714,39.1816,16.6286,2585833501.0,29966535876.0
300122.SZ,2023-12-31,28.9542,8069868204.15,26.9163,37.2791,15.2498,8996369981.13,31506080813.32
300122.SZ,2024-03-31,4.5434,1457744248.17,26.0502,39.0246,12.7921,-4273676599.75,32663794889.36
300122.SZ,2024-06-30,7.0895,2234319364.61,26.6511,42.5193,12.2372,-307321841.89,31525338208.2
300122.SZ,2024-09-30,6.833,2093999456.09,27.2307,41.4599,9.1897,-2950190022.15,31441641781.53
300122.SZ,2024-12-31,6.476,2018478513.91,27.3814,39.8653,7.7426,-4413989315.2,30826179136.61
300122.SZ,2025-03-31,-0.9947,-305140593.28,32.194,36.8527,-12.8507,304155089.77,30525598814.82
300122.SZ,2025-06-30,-1.9556,-597095590.86,28.3442,34.1849,-12.138,1564374688.49,30233643817.24
300122.SZ,2025-09-30,-4.0107,-1219476713.57,23.7746,36.182,-15.9881,2985018894.57,29606702423.04
300124.SZ,2022-03-31,4.4327,719970994.21,34.5661,40.7407,15.0679,-78016308.71,16979778026.67
300124.SZ,2022-06-30,12.0134,1994622316.43,36.3712,46.3259,19.1854,-180932668.42,17694271958.95
300124.SZ,2022-09-30,18.0228,3106648212.34,35.9654,45.2074,19.1285,2099652107.45,19300589350.17
300124.SZ,2022-12-31,24.2009,4324493099.1,35.0095,48.7102,18.7954,3200830470.94,20111545853.17
300124.SZ,2023-03-31,3.675,752293499.71,36.5133,46.9336,15.7327,275714201.47,21287643186.67
300124.SZ,2023-06-30,10.1629,2090025192.16,36.2725,46.8332,16.7862,748367345.13,21487356974.17
300124.SZ,2023-09-30,15.6976,3345242260.45,35.7808,46.5583,16.6255,1448720281.76,22920000496.8
300124.SZ,2023-12-31,21.409,4775571577.6,32.3354,48.9333,15.6988,3369915897.12,25000991558.81
300124.SZ,2024-03-31,3.2572,823479475.43,34.6348,48.9806,12.6838,27198894.02,25858773068.34
300124.SZ,2024-06-30,8.4817,2147948588.52,31.7716,48.8424,13.2726,1827740235.15,26006078569.66
300124.SZ,2024-09-30,13.1638,3414976682.06,31.0166,49.2938,13.4462,3856715361.66,26904398754.98
300124.SZ,2024-12-31,16.3331,4346397042.07,28.7021,50.2803,11.734,7200440164.32,28429130808.62
300124.SZ,2025-03-31,4.5959,1343497173.01,30.9821,48.0978,14.9645,262550980.59,30027389138.35
300124.SZ,2025-06-30,10.1955,3004674214.76,30.226,49.1431,14.6503,3020067332.25,30699413551.36
300124.SZ,2025-09-30,13.6412,4317384286.93,29.2688,46.76,13.6356,3930659053.66,36098019220.64
300251.SZ,2022-03-31,0.78,74115414.64,25.3838,8.3561,16.801,12647547.6,9586675021.03
300251.SZ,2022-06-30,2.1483,199570855.13,31.0802,8.183,34.2209,77105595.55,9107859401.26
300251.SZ,2022-09-30,1.0976,100618896.3,18.2867,8.4206,14.68,71378107.56,8961431887.51
300251.SZ,2022-12-31,-8.0021,-723563941.39,19.1047,8.9599,-95.8478,-7456520.84,8264513610.13
300251.SZ,2023-03-31,1.4647,121731325.25,25.2841,10.1377,29.4906,18926578.8,8405638019.39
300251.SZ,2023-06-30,2.4411,202233009.29,35.1811,10.1749,33.413,114845175.01,8361403555.88
300251.SZ,2023-09-30,4.397,367500363.91,35.9473,10.8382,39.0926,151074277.1,8506988373.57
300251.SZ,2023-12-31,4.9337,419254364.99,39.8917,12.5425,27.1251,642095023.91,8686469433.29
300251.SZ,2024-03-31,4.783,425167358.66,48.2354,12.0943,39.7177,-85412153.33,9083242823.86
300251.SZ,2024-06-30,5.3774,473231217.25,44.4075,12.458,35.4711,581649324.33,8913458948.0
300251.SZ,2024-09-30,5.2432,460887962.46,42.9638,12.24,31.9664,638742100.95,8909425025.29
300251.SZ,2024-12-31,3.3478,291321776.31,37.7133,9.831,18.3735,338756994.37,8773926261.6
300251.SZ,2025-03-31,20.6283,2015056334.15,78.3191,28.4042,67.7436,4885180205.58,10783702928.66
300251.SZ,2025-06-30,23.2976,2227888993.83,78.2732,14.1779,68.7196,2981857465.59,10377286234.12
300251.SZ,2025-09-30,23.9371,2333419201.38,73.2428,12.6309,64.5278,3050943900.26,10753121928.0
300274.SZ,2022-03-31,2.5885,422477782.03,29.4832,61.1043,9.2493,-1682576215.24,17153724576.16
300274.SZ,2022-06-30,5.7076,941888276.52,25.5367,66.1018,7.6693,-1259081175.11,16987277053.58
300274.SZ,2022-09-30,12.5867,2128221188.54,25.358,67.3639,9.5763,-2896672525.36,18137299332.7
300274.SZ,2022-12-31,20.9394,3695573367.31,24.5457,67.9717,9.1799,1210498485.89,19738223841.59
300274.SZ,2023-03-31,7.7622,1529231205.32,28.0011,66.8466,12.1557,-793931336.59,21274482158.35
300274.SZ,2023-06-30,20.7958,4411776045.51,29.4206,66.3422,15.4138,4769509834.09,24463936416.65
300274.SZ,2023-09-30,32.6815,7331471285.42,31.3197,66.3227,15.7956,4552303840.84,26955436348.73
300274.SZ,2023-12-31,40.7119,9608739771.97,27.1803,64.4598,13.2992,6981838977.28,29454496293.72
300274.SZ,2024-03-31,7.291,2107704302.43,36.6707,62.7498,16.7098,-487736072.69,31619518014.97
300274.SZ,2024-06-30,16.7756,5046616335.25,32.4166,64.6719,16.269,-2603706947.75,33356440051.51
300274.SZ,2024-09-30,24.5677,7726038958.27,31.3177,65.7671,15.4688,803937387.39,36145360677.6
300274.SZ,2024-12-31,34.1626,11264227262.05,29.9425,65.067,14.4678,12068326644.66,40198748048.14
300274.SZ,2025-03-31,9.8502,3793314626.93,35.134,64.1561,19.9266,1790260757.02,44006470109.57
300274.SZ,2025-06-30,19.4724,7830227334.39,34.3579,61.3308,17.9868,3434473555.69,45781982509.33
300274.SZ,2025-09-30,29.0246,11954440681.14,34.8777,60.058,18.0032,9913690247.24,48199862473.14
300308.SZ,2022-03-31,1.873,215300100.76,26.2811,27.9247,10.3082,899773137.11,11838441410.37
300308.SZ,2022-06-30,4.2482,489645170.64,26.785,29.524,11.5727,1217516057.73,11806647048.72
300308.SZ,2022-09-30,7.3095,850921210.82,27.9165,28.5306,12.3951,1467681834.72,11949495556.11
300308.SZ,2022-12-31,10.4462,1233689242.88,29.312,27.1063,12.7952,2448940873.28,12069000448.44
300308.SZ,2023-03-31,2.0549,244588537.59,29.5494,26.5477,13.3134,500145089.52,12497470625.61
300308.SZ,2023-06-30,4.9241,647120408.36,30.3877,22.5189,16.1619,1155626085.69,13324075012.96
300308.SZ,2023-09-30,10.1577,1312303271.67,31.7465,25.9106,18.6664,1442720574.23,14051094989.85
300308.SZ,2023-12-31,16.5879,2207650156.4,32.9923,26.1524,20.5976,1897126918.71,14774499083.83
300308.SZ,2024-03-31,6.7362,1027697437.47,32.7591,25.4454,21.2223,650503647.23,16655765211.38
300308.SZ,2024-06-30,15.4949,2406921415.96,33.1323,29.8203,22.2892,968101519.95,17139816882.11
300308.SZ,2024-09-30,23.5087,3871569380.15,33.3214,31.1071,22.3627,1315866293.65,18686695530.61
300308.SZ,2024-12-31,30.9717,5371775138.93,33.805,29.7005,22.5117,3164582957.85,20292841179.23
300308.SZ,2025-03-31,7.9445,1690515350.62,36.701,30.3935,25.3292,2164459570.16,21983729738.3
300308.SZ,2025-06-30,19.046,4242457490.32,39.3271,30.3073,28.6864,3218463287.3,24243802114.04
300308.SZ,2025-09-30,31.3331,7569731091.52,40.7411,29.4734,30.2731,5454821227.43,28017524690.92
300316.SZ,2022-03-31,6.265,460510857.78,39.9363,59.9641,23.5871,-744733064.88,7585359526.52
300316.SZ,2022-06-30,16.7301,1240871329.67,39.998,62.8609,28.3953,-52645254.79,7917066399.06
300316.SZ,2022-09-30,24.1229,2097903250.79,40.0865,60.0933,28.1121,763509028.85,10197768958.13
300316.SZ,2022-12-31,33.2131,3079218562.19,39.6485,61.1778,28.9446,1313510158.47,11215441019.72
300316.SZ,2023-03-31,7.8975,1011551426.93,40.6072,60.1165,28.1015,431267289.32,12244093920.19
300316.SZ,2023-06-30,18.8843,2538583493.9,42.6545,60.243,30.1983,1017716550.22,13343262064.69
300316.SZ,2023-09-30,28.5266,4142200767.04,42.0118,58.3497,30.7699,1712557695.36,14913068403.8
300316.SZ,2023-12-31,35.415,5313000072.85,41.6337,56.1191,29.5443,3087793255.29,16151856193.78
300316.SZ,2024-03-31,6.9045,1341882610.41,43.5187,52.2619,29.7566,121934525.91,17527397950.51
300316.SZ,2024-06-30,13.477,2388909877.25,36.9956,49.004,23.5425,286731729.58,17625852748.8
300316.SZ,2024-09-30,18.4973,3239578826.49,35.5727,45.7979,22.3759,878191710.04,18466484703.37
300316.SZ,2024-12-31,15.8922,2664483789.52,33.3536,43.1568,15.1593,1773443635.01,17934118064.4
300316.SZ,2025-03-31,3.3882,558714470.32,27.5669,37.02,17.8059,395030756.73,18495791128.91
300316.SZ,2025-06-30,3.7845,621094189.27,24.38,34.8754,10.7105,446844939.65,18537502235.43
300316.SZ,2025-09-30,5.2896,865964088.88,25.8231,33.5732,10.4671,379742931.17,18824886701.55
300347.SZ,2022-03-31,2.8384,573970498.59,38.8285,14.6346,31.574,303078662.63,21173396292.68
300347.SZ,2022-06-30,6.4821,1317626006.74,39.6993,16.3648,36.6597,359090995.44,21496907821.01
300347.SZ,2022-09-30,8.6007,1772234409.94,40.1141,18.2235,32.7826,825385230.87,22194158475.28
300347.SZ,2022-12-31,10.643,2271725425.73,39.6369,17.3628,32.0617,1357500892.41,22681030941.49
300347.SZ,2023-03-31,2.8617,568325660.27,39.6505,17.2283,31.4937,28508219.4,23318544855.72
300347.SZ,2023-06-30,6.9125,1408089992.74,39.9123,19.2432,37.9452,375041255.34,23957849590.19
300347.SZ,2023-09-30,9.2494,2027846971.74,40.3427,18.3597,35.8881,672644481.56,24551233524.3
300347.SZ,2023-12-31,9.9722,2149926843.57,38.5768,17.6114,29.1159,1150437942.05,24453562145.26
300347.SZ,2024-03-31,1.1152,312570373.39,37.8341,18.4132,18.8272,144204460.07,24533291874.5
300347.SZ,2024-06-30,2.3586,557578693.92,39.6948,20.8752,16.6033,177328384.71,24067476149.89
300347.SZ,2024-09-30,3.865,903135476.96,38.8799,19.3476,17.8217,578769609.95,24418799151.2
300347.SZ,2024-12-31,1.9433,447831286.97,33.9538,16.0669,6.7821,1097001903.74,24064479186.59
300347.SZ,2025-03-31,0.8032,109980847.86,30.0331,16.7805,7.0314,197934614.18,23908610038.5
300347.SZ,2025-06-30,1.8611,362828303.84,30.0875,15.9306,11.1624,408619007.94,23963702356.43
300347.SZ,2025-09-30,4.877,1091681166.46,29.1615,14.1628,21.7212,739557629.57,24707593303.32
300394.SZ,2022-03-31,3.4924,83599899.7,49.6939,8.5468,29.5666,119102539.15,2418182229.35
300394.SZ,2022-06-30,7.3505,174108132.81,48.6061,12.6018,30.1493,280375236.18,2378974496.82
300394.SZ,2022-09-30,11.5161,278748129.02,49.9012,12.316,31.3329,360467829.57,2486182151.26
300394.SZ,2022-12-31,16.2512,404935282.38,51.6177,9.0973,33.8464,463661582.39,2637016009.58
300394.SZ,2023-03-31,3.4483,92120594.73,51.4249,8.2544,32.0989,139088576.39,2771202605.3
300394.SZ,2023-06-30,8.8862,236108455.93,50.9593,9.454,35.5494,289444780.53,2740180009.43
300394.SZ,2023-09-30,15.9214,439693943.71,52.9363,11.7238,36.4555,491922842.85,2950569706.22
300394.SZ,2023-12-31,25.0889,729879047.26,54.3031,13.7245,37.6498,901865290.47,3363210731.83
300394.SZ,2024-03-31,8.3454,279823463.52,55.5147,12.4911,38.2445,136489059.49,3660579336.93
300394.SZ,2024-06-30,19.5406,655537192.3,57.7714,14.1362,42.1309,480197801.31,3743176793.64
300394.SZ,2024-09-30,27.6511,977728383.69,58.214,16.8989,40.8287,893548799.62,3876329753.97
300394.SZ,2024-12-31,37.4653,1342864548.81,57.2168,15.8491,41.2972,1262516765.12,3985998723.7
300394.SZ,2025-03-31,8.1198,337728982.68,53.0451,16.6356,35.7525,293609336.55,4343127916.21
300394.SZ,2025-06-30,20.7517,899424956.59,50.7884,16.9454,36.6232,608178009.04,4693709426.83
300394.SZ,2025-09-30,33.0869,1465672659.77,51.8674,16.4521,37.4048,1344182030.69,4884724032.3
300408.SZ,2022-03-31,3.0274,498021711.23,49.3741,11.4767,35.5345,472823284.78,16681940983.56
300408.SZ,2022-06-30,5.7464,940413484.33,47.0031,11.392,32.4989,755642864.75,16504421606.05
300408.SZ,2022-09-30,7.5332,1244256589.12,44.8089,10.7338,31.4705,1388634632.92,16805708478.17
300408.SZ,2022-12-31,9.04,1506103182.8,44.1036,12.7082,29.2482,2073873553.34,17103411874.31
300408.SZ,2023-03-31,1.8538,320529131.86,39.4084,11.7382,26.9554,317519532.11,17426944504.18
300408.SZ,2023-06-30,4.2411,731965278.34,39.7294,16.5408,27.84,875870042.1,17384677976.03
300408.SZ,2023-09-30,6.5523,1143533766.33,39.7829,15.9056,27.8516,1129721028.48,17766400153.08
