stock_code,report_date,roe,net_profit,gross_margin,debt_ratio,net_margin,operating_cashflow,total_equity
601689.SH,2023-06-30,8.8036,1099162460.68,22.5833,55.0242,11.999,1226121434.62,12760860193.62
601689.SH,2023-09-30,12.6009,1603368405.27,22.6131,54.4174,11.3299,2697286384.0,13255947528.17
601689.SH,2023-12-31,16.5983,2150016205.76,22.8988,55.1043,10.9135,3365629276.74,13814302905.73
601689.SH,2024-03-31,4.0703,647965983.87,22.4273,48.2641,11.3914,458453066.99,17960950397.65
601689.SH,2024-06-30,9.1448,1461600444.62,21.3455,46.908,11.9589,1038398021.56,18099369932.27
601689.SH,2024-09-30,13.7108,2242751865.56,21.1725,45.6296,11.5893,1138834138.74,18842297283.53
601689.SH,2024-12-31,18.0029,3003686606.29,20.8027,47.839,11.2919,3236068686.84,19583253475.46
601689.SH,2025-03-31,2.6776,566016679.57,19.8929,40.096,9.8137,887754726.36,22720424907.74
601689.SH,2025-06-30,6.1477,1295943360.47,19.5511,43.799,10.0192,2456271248.25,22611212022.1
601689.SH,2025-09-30,9.1842,1969291235.87,19.2047,44.0535,9.4098,2971006171.39,23309879117.5
601698.SH,2022-03-31,1.0391,162764975.9,39.1646,18.7654,27.5348,59287820.51,15873183195.37
601698.SH,2022-06-30,2.3376,366896283.59,38.6529,17.9261,29.2788,-36022762.2,16192353142.06
601698.SH,2022-09-30,3.9143,647815798.03,36.7639,16.8646,33.7715,421739121.29,18940412392.34
601698.SH,2022-12-31,6.8064,1087232321.3,36.4702,14.3844,39.7767,1471097732.91,19209798131.58
601698.SH,2023-03-31,0.9327,174846654.48,36.5567,13.4141,29.3095,-58908325.44,19271190172.86
601698.SH,2023-06-30,1.7544,340528161.88,34.9806,15.0152,27.8067,351966945.91,19473148177.38
601698.SH,2023-09-30,2.6637,521534891.02,34.7724,16.5212,28.0132,715416471.91,19548514812.64
601698.SH,2023-12-31,2.2939,509008049.2,35.7069,14.0534,19.4598,1792678523.8,19471771508.06
601698.SH,2024-03-31,0.705,138877459.59,29.2047,13.4205,25.51,80325886.86,19602423208.63
601698.SH,2024-06-30,2.6298,462379682.99,29.7332,14.1552,40.2817,301823447.98,19805636508.75
601698.SH,2024-09-30,3.1056,556825102.28,29.53,14.4262,31.6732,740319621.42,19775975003.61
601698.SH,2024-12-31,2.9298,567817987.48,27.6969,10.5243,22.3452,1827900134.95,20054135205.97
601698.SH,2025-03-31,0.4469,97052223.96,26.6595,10.1221,18.0191,23643495.44,20148984491.88
601698.SH,2025-06-30,1.1468,219419954.37,27.9282,12.1284,17.9775,301353270.67,20046510069.33
601698.SH,2025-09-30,1.8087,335096759.3,28.3443,12.5644,18.0923,646518314.69,20180863148.38
601728.SH,2022-03-31,1.6714,7263627795.58,31.0318,42.9502,6.1257,28273069595.64,438229923941.37
601728.SH,2022-06-30,4.2523,18352941377.85,31.0143,44.6126,7.6401,65251353487.88,434157640516.16
601728.SH,2022-09-30,5.7362,24636982695.2,29.8262,45.2454,6.8849,116491580311.87,429604712088.89
601728.SH,2022-12-31,6.4113,27676430406.22,28.4288,45.9665,5.827,137218975739.83,436427534660.38
601728.SH,2023-03-31,1.831,7971671131.26,29.4752,46.0563,6.1437,28922925107.74,444310577811.78
601728.SH,2023-06-30,4.5924,20173528098.19,30.755,46.4619,7.7987,65663263712.35,449926676483.64
601728.SH,2023-09-30,6.2202,27143011982.49,30.1161,46.9044,7.1222,112990180911.67,443666105820.63
601728.SH,2023-12-31,6.9589,30428412199.13,28.8319,46.4992,5.9917,138623058755.73,447166812845.29
601728.SH,2024-03-31,1.9226,8627828781.23,29.4052,46.3192,6.415,20861775770.24,455645590010.11
601728.SH,2024-06-30,4.8514,21965610815.57,30.8363,47.1093,8.2586,58340550541.53,460673145220.23
601728.SH,2024-09-30,6.5738,29340199180.22,29.991,47.6867,7.4854,97412287896.17,452754454918.4
601728.SH,2024-12-31,7.3744,32975024699.84,28.663,47.3184,6.2981,145268134285.83,456551803252.05
601728.SH,2025-03-31,1.9403,8827913418.39,29.4683,45.7823,6.5631,10825979030.31,465435031967.61
601728.SH,2025-06-30,5.0077,23018611734.65,30.6867,46.5739,8.5437,47034217345.82,474009231473.1
601728.SH,2025-09-30,6.7596,30771085805.02,30.3123,46.8941,7.8046,87311582156.6,465234095785.98
601766.SH,2022-03-31,0.1479,549682000.0,20.6065,57.3533,1.7936,-9017614000.0,182699161000.0
601766.SH,2022-06-30,2.1242,4077949000.0,20.1281,59.5707,5.0161,-1929087000.0,180648912000.0
601766.SH,2022-09-30,4.0465,7746428000.0,20.5778,59.8123,5.7142,9859793000.0,184295625000.0
601766.SH,2022-12-31,7.6764,14352175000.0,21.2224,56.8042,6.4377,23953216000.0,190985916000.0
601766.SH,2023-03-31,0.3961,1045142000.0,21.5088,57.1745,3.2279,-7232528000.0,192024886000.0
601766.SH,2023-06-30,2.246,4540391000.0,21.113,58.9961,5.2007,-14780023000.0,190025435000.0
601766.SH,2023-09-30,3.9601,8020024000.0,21.8246,59.5604,5.607,-3992206000.0,192781869000.0
601766.SH,2023-12-31,7.412,14569647000.0,20.5432,58.3453,6.2194,14721616000.0,196523315000.0
601766.SH,2024-03-31,0.6244,1519245000.0,24.9185,58.0087,4.7207,14487790000.0,198003782000.0
601766.SH,2024-06-30,2.6144,5511791000.0,21.4073,58.3094,6.1209,1841248000.0,199906611000.0
601766.SH,2024-09-30,4.4659,9470643000.0,21.2134,59.3597,6.2065,7545223000.0,203811786000.0
601766.SH,2024-12-31,7.5133,15663893000.0,21.3804,59.0041,6.3556,27127503000.0,210245602000.0
601766.SH,2025-03-31,1.7947,3651531000.0,23.4243,59.6647,7.5025,-5034444000.0,212974125000.0
601766.SH,2025-06-30,4.278,8917435000.0,21.8141,60.9577,7.4462,-8997544000.0,211930934000.0
601766.SH,2025-09-30,5.8857,12580111000.0,21.301,62.736,6.842,-11527861000.0,212335925000.0
601788.SH,2022-03-31,1.1018,683096016.63,,74.4006,31.3189,19645195082.39,63789897764.8
601788.SH,2022-06-30,3.4852,2142716550.74,,74.566,39.8796,14061841035.29,63841696890.14
601788.SH,2022-09-30,5.5752,3454112251.3,,73.9635,38.7089,13699197394.29,65091678866.64
601788.SH,2022-12-31,5.2335,3240624622.37,,74.9242,30.0623,18329499831.51,64784438534.26
601788.SH,2023-03-31,1.4844,970273275.44,,74.3812,35.2804,2311779682.98,65831049175.82
601788.SH,2023-06-30,3.6975,2417953267.46,,74.7413,39.1292,-1259418866.72,66182759354.62
601788.SH,2023-09-30,6.6431,4385151561.04,,72.5627,56.5455,-2511471974.88,68002065224.63
601788.SH,2023-12-31,6.5162,4300605063.3,,73.8466,42.8712,15581285507.67,67895388656.38
601788.SH,2024-03-31,1.0115,688499358.08,,72.0923,31.2357,4432774445.28,68661480873.01
601788.SH,2024-06-30,2.0745,1403909168.35,,71.4063,33.5558,14710791652.86,67790514634.17
601788.SH,2024-09-30,2.9591,2007540910.06,,74.9709,31.3363,35048596109.77,68264081026.0
601788.SH,2024-12-31,4.515,3085667345.77,,76.3709,32.1479,36381872828.14,69223469928.44
601788.SH,2025-03-31,1.1933,824191893.06,,75.9279,32.9023,800470585.16,69755066691.49
601788.SH,2025-06-30,2.4473,1695723998.69,,76.284,33.0902,2285938308.97,69989756506.7
601788.SH,2025-09-30,3.9471,2705596364.88,,77.6803,33.038,10263367471.54,68172421800.96
601800.SH,2022-03-31,1.9342,6327567178.0,11.6576,72.7553,3.6768,-33363409598.0,402536863834.0
601800.SH,2022-06-30,4.1522,13522303936.0,10.2899,73.4177,3.7155,-45715673844.0,416194072545.0
601800.SH,2022-09-30,5.838,19744811120.0,11.1824,73.2121,3.6429,-42615565382.0,433549836318.0
601800.SH,2022-12-31,7.0966,25010041344.0,11.7081,71.8146,3.4645,1138539989.0,427491632393.0
601800.SH,2023-03-31,1.96,6940167239.0,11.6295,73.4166,3.9301,-25633637952.0,434203331742.0
601800.SH,2023-06-30,3.9863,14614566827.0,10.7619,74.9129,3.9856,-49581771823.0,438132911522.0
601800.SH,2023-09-30,5.6822,20859912477.0,11.2611,75.1816,3.7994,-50372213567.0,445122780129.0
601800.SH,2023-12-31,8.1525,30236162855.0,12.594,72.7383,3.9852,12061083182.0,459200275966.0
601800.SH,2024-03-31,2.0092,7525994612.0,11.8965,74.1518,4.2543,-39634707471.0,470011422595.0
601800.SH,2024-06-30,3.7323,14528262809.0,11.6547,74.8131,4.0644,-74160755036.0,469698781363.0
601800.SH,2024-09-30,5.2736,20992188998.0,11.5364,75.1865,3.9118,-77028344565.0,472034150993.0
601800.SH,2024-12-31,7.6022,30346608238.0,12.2861,74.8253,3.9312,12506416778.0,467814991065.0
601800.SH,2025-03-31,1.7273,6718185662.0,11.5501,75.3497,4.3443,-48907898828.0,475149366954.0
601800.SH,2025-06-30,3.0107,12867102335.0,10.6437,75.8916,3.8175,-77300858429.0,486623666248.0
601800.SH,2025-09-30,4.2446,18209485727.0,11.0402,76.2005,3.5433,-65790413885.0,485431014850.0
601808.SH,2022-03-31,0.7956,306144276.0,10.7917,47.5477,4.5033,-2224160780.0,38534805910.0
601808.SH,2022-06-30,2.8893,1111432011.0,12.2498,47.8072,7.306,-2088027473.0,38486141099.0
601808.SH,2022-09-30,5.3503,2117810397.0,13.5821,47.3386,8.7348,-470801409.0,39669203316.0
601808.SH,2022-12-31,6.0915,2499204000.0,12.2766,48.1913,7.0086,6899886329.0,39975967381.0
601808.SH,2023-03-31,1.0211,456372992.0,13.7823,47.2642,5.3969,-96217098.0,40436326054.0
601808.SH,2023-06-30,3.3763,1456089044.0,15.2488,48.9871,7.715,1153486576.0,40604998557.0
601808.SH,2023-09-30,5.6614,2459636044.0,16.1953,49.0563,8.3357,4260735128.0,41663762934.0
601808.SH,2023-12-31,7.4353,3282628207.0,15.8811,49.2394,7.4421,13095904097.0,42256106393.0
601808.SH,2024-03-31,1.5136,690643205.0,16.3997,47.8583,6.8057,-834951230.0,42997673759.0
601808.SH,2024-06-30,3.7946,1709648155.0,16.8345,48.6411,7.5888,1714522134.0,43020728303.0
601808.SH,2024-09-30,5.7629,2636517124.0,17.2437,46.8275,7.8325,5117967485.0,43994008972.0
601808.SH,2024-12-31,7.3431,3399103292.0,15.6918,46.4427,7.0373,11016625639.0,44424535904.0
601808.SH,2025-03-31,2.0049,936709221.0,17.6358,45.584,8.6752,-2288151342.0,45370970538.0
601808.SH,2025-06-30,4.4381,2076777863.0,17.5436,45.901,8.9054,-494736530.0,45429341551.0
601808.SH,2025-09-30,7.1501,3390553697.0,18.2018,44.2556,9.728,1986367517.0,46770803685.0
601816.SH,2022-03-31,0.1178,45369074.38,21.1299,28.0256,0.7989,1374523779.92,211258074217.0
601816.SH,2022-06-30,-0.5549,-1558539362.55,3.626,28.816,-19.6596,962758597.0,207341762183.29
601816.SH,2022-09-30,0.0819,-517970107.13,18.0417,28.08,-3.402,5165055383.78,208469930883.97
601816.SH,2022-12-31,-0.3108,-1552349190.93,13.5395,28.1639,-8.0284,6801120597.25,207279492221.98
601816.SH,2023-03-31,1.2024,2141022416.93,42.4084,28.015,23.9522,3865974679.94,209485107281.47
601816.SH,2023-06-30,2.7566,4937354855.14,44.0891,28.2127,25.6096,9444110174.11,211733765015.28
601816.SH,2023-09-30,4.7355,8673074418.28,46.4675,26.3001,28.085,16195724138.62,215524342110.03
601816.SH,2023-12-31,6.0932,11207314430.47,45.7953,25.4289,27.5481,21080698880.93,217911553928.0
601816.SH,2024-03-31,1.5078,2946942167.29,46.2029,24.6661,29.1595,4531642831.61,221002973033.74
601816.SH,2024-06-30,3.251,6305154620.3,47.3858,22.8481,30.2225,10322863644.79,219003750185.29
601816.SH,2024-09-30,5.0736,9978496200.67,48.1661,21.3763,30.8405,15742295057.47,222739237373.81
601816.SH,2024-12-31,6.4263,12671419771.62,47.3894,20.8718,30.0576,20065201191.26,225248350080.95
601816.SH,2025-03-31,1.4566,2978168600.69,45.3825,20.7157,29.1309,4815699765.54,227420327349.58
601816.SH,2025-06-30,3.1217,6318965360.73,46.5384,22.3355,30.0715,10268776715.97,225116505608.89
601816.SH,2025-09-30,5.0644,10365379691.69,47.9553,21.0148,31.5971,16331635875.01,227362999607.39
601818.SH,2022-03-31,2.4157,11835000000.0,,92.1201,30.527,-217555000000.0,492275000000.0
601818.SH,2022-06-30,4.789,23446000000.0,,92.1286,29.885,-178781000000.0,492535000000.0
601818.SH,2022-09-30,7.434,36763000000.0,,91.9554,31.3469,-129604000000.0,503964000000.0
601818.SH,2022-12-31,9.0485,45040000000.0,,91.9052,29.7035,-56398000000.0,510013000000.0
601818.SH,2023-03-31,2.3712,12454000000.0,,91.9583,32.638,-16543000000.0,538369000000.0
601818.SH,2023-06-30,4.6014,24219000000.0,,91.9994,31.6505,70765000000.0,540677000000.0
601818.SH,2023-09-30,7.1385,37906000000.0,,91.9472,33.7753,78119000000.0,550404000000.0
601818.SH,2023-12-31,7.6946,41076000000.0,,91.8086,28.1951,-3614000000.0,554785000000.0
601818.SH,2024-03-31,2.2235,12495000000.0,,91.7681,36.231,-158530000000.0,567795000000.0
601818.SH,2024-06-30,4.3696,24610000000.0,,91.6008,35.2538,-147131000000.0,570865000000.0
601818.SH,2024-09-30,6.7838,38592000000.0,,91.5369,37.6879,-35524000000.0,582665000000.0
601818.SH,2024-12-31,7.3145,41911000000.0,,91.5185,30.95,-204802000000.0,590231000000.0
601818.SH,2025-03-31,2.1232,12530000000.0,,91.8522,37.871,57080000000.0,588995000000.0
601818.SH,2025-06-30,4.1653,24741000000.0,,91.75,37.533,212285000000.0,597182000000.0
601818.SH,2025-09-30,6.2217,37278000000.0,,91.6198,39.5439,218497000000.0,604859000000.0
601825.SH,2022-03-31,3.2688,3213746000.0,,91.5048,50.5584,44327465000.0,100365430000.0
601825.SH,2022-06-30,6.14,6052241000.0,,91.6424,47.0406,52758183000.0,100367815000.0
601825.SH,2022-09-30,9.2443,9316329000.0,,91.5273,47.6854,58677497000.0,104306975000.0
601825.SH,2022-12-31,11.2211,11393177000.0,,91.75,44.4572,125030843000.0,105715647000.0
601825.SH,2023-03-31,3.3775,3601208000.0,,91.7278,52.7072,-1600227000.0,109272624000.0
601825.SH,2023-06-30,6.6359,7150737000.0,,91.8497,51.4968,21251607000.0,110801167000.0
601825.SH,2023-09-30,9.8225,10703696000.0,,91.6793,52.4317,24037311000.0,113862254000.0
601825.SH,2023-12-31,11.3338,12487375000.0,,91.6422,47.276,39166570000.0,116358495000.0
601825.SH,2024-03-31,3.0929,3635200000.0,,91.5875,51.3104,29594890000.0,121274473000.0
601825.SH,2024-06-30,6.0399,7142853000.0,,91.5878,51.3244,32585205000.0,122393896000.0
601825.SH,2024-09-30,9.0389,10714547000.0,,91.6281,52.3073,30920069000.0,123627216000.0
601825.SH,2024-12-31,10.4021,12607609000.0,,91.398,47.3235,51202997000.0,127981831000.0
601825.SH,2025-03-31,2.8662,3640249000.0,,91.6172,55.4908,17774795000.0,129089711000.0
601825.SH,2025-06-30,5.5955,7172379000.0,,91.5442,53.3494,6821766000.0,131016404000.0
601825.SH,2025-09-30,8.462,10813748000.0,,91.6428,54.5282,21698052000.0,130212674000.0
601838.SH,2022-03-31,4.0369,2149996000.0,,93.4727,44.4602,-714887000.0,54685807000.0
601838.SH,2022-06-30,8.3724,4457481000.0,,93.8897,44.5984,6798367000.0,54620775000.0
601838.SH,2022-09-30,12.3027,6751759000.0,,93.62,44.2844,-15826288000.0,57901314000.0
601838.SH,2022-12-31,17.7299,10043073000.0,,93.3061,49.6167,9692134000.0,61426281000.0
601838.SH,2023-03-31,4.0346,2525931000.0,,93.5035,47.611,-20587575000.0,63999803000.0
601838.SH,2023-06-30,8.607,5576447000.0,,93.3566,50.1935,-34402388000.0,68311298000.0
601838.SH,2023-09-30,12.6304,8157321000.0,,93.6128,48.8393,-40704731000.0,67898672000.0
601838.SH,2023-12-31,17.6064,11671933000.0,,93.4644,53.7823,-23753784000.0,71319610000.0
601838.SH,2024-03-31,3.9122,2851129000.0,,93.671,50.5683,-975242000.0,74595551000.0
601838.SH,2024-06-30,8.4845,6167267000.0,,93.8165,53.2347,-3529214000.0,74220827000.0
601838.SH,2024-09-30,12.1961,9038782000.0,,93.6918,52.4257,-19944982000.0,77063772000.0
601838.SH,2024-12-31,16.3706,12850233000.0,,93.1283,55.9155,-94226009000.0,85904447000.0
601838.SH,2025-03-31,3.4519,3011878000.0,,93.3587,51.7775,64163207000.0,88648460000.0
601838.SH,2025-06-30,7.5883,6616567000.0,,93.5483,53.9263,49183294000.0,88532405000.0
601838.SH,2025-09-30,10.1163,9492539000.0,,92.6503,53.4468,57590457000.0,101812208000.0
601857.SH,2022-03-31,3.0421,43474000000.0,19.982,44.3688,5.5781,84425000000.0,1452571000000.0
601857.SH,2022-06-30,6.3408,90950000000.0,21.7496,46.0527,5.6329,196061000000.0,1495764000000.0
601857.SH,2022-09-30,9.2263,133290000000.0,21.121,45.841,5.4284,313548000000.0,1512976000000.0
601857.SH,2022-12-31,11.3122,163343000000.0,21.9573,42.5456,5.0427,393768000000.0,1534416000000.0
601857.SH,2023-03-31,3.1438,48509000000.0,21.2238,41.6795,6.6227,126382000000.0,1580994000000.0
601857.SH,2023-06-30,6.137,94583000000.0,21.3129,41.5968,6.3913,221706000000.0,1588300000000.0
601857.SH,2023-09-30,9.4552,146355000000.0,21.6996,42.5709,6.4131,341000000000.0,1597726000000.0
601857.SH,2023-12-31,11.4592,180561000000.0,23.5596,40.7248,5.9931,456847000000.0,1635544000000.0
601857.SH,2024-03-31,3.1099,51366000000.0,20.3786,38.9706,6.3196,111257000000.0,1680860000000.0
601857.SH,2024-06-30,6.0353,99805000000.0,20.95,39.3796,6.4184,218419000000.0,1678153000000.0
601857.SH,2024-09-30,9.0258,148515000000.0,21.5659,39.5369,6.5782,332159000000.0,1679038000000.0
601857.SH,2024-12-31,11.1016,183747000000.0,22.5583,37.8911,6.2542,406532000000.0,1709863000000.0
601857.SH,2025-03-31,3.0394,51885000000.0,21.0911,37.9178,6.8895,139436000000.0,1764056000000.0
601857.SH,2025-06-30,5.4696,93666000000.0,20.892,38.4783,6.4593,227063000000.0,1753142000000.0
601857.SH,2025-09-30,8.2163,140114000000.0,21.0909,38.3778,6.4591,343100000000.0,1756210000000.0
601868.SH,2022-03-31,1.0143,1781852000.0,10.4674,72.3765,2.4999,-14301677000.0,151459542000.0
601868.SH,2022-06-30,2.9244,4073338000.0,10.1001,74.0777,2.5734,-13792961000.0,152555087000.0
601868.SH,2022-09-30,4.3287,6245587000.0,10.4785,75.0416,2.5831,-18552362000.0,161642596000.0
601868.SH,2022-12-31,7.981,10422184000.0,12.4195,74.8,2.8445,7936761000.0,167467384000.0
601868.SH,2023-03-31,1.1025,1841548000.0,10.0606,75.3258,2.0805,-15450458000.0,172321557000.0
601868.SH,2023-06-30,2.5699,4534400000.0,10.9322,75.8316,2.3602,-13631597000.0,177891010000.0
601868.SH,2023-09-30,2.9734,5728126000.0,10.949,76.6898,2.0077,-14747034000.0,177776738000.0
601868.SH,2023-12-31,7.5221,11255507000.0,12.6358,75.9623,2.7721,9486032000.0,188252879000.0
601868.SH,2024-03-31,1.3297,2349778000.0,10.7104,76.5823,2.4124,-16193463000.0,190963340000.0
601868.SH,2024-06-30,2.489,4546121000.0,12.1946,77.3916,2.3402,-14514997000.0,191997562000.0
601868.SH,2024-09-30,3.2206,6105473000.0,11.5396,77.5552,2.0687,-12518358000.0,192605042000.0
601868.SH,2024-12-31,7.4146,11823775000.0,12.407,76.3144,2.7074,11027252000.0,205829079000.0
601868.SH,2025-03-31,1.3798,2613766000.0,11.1793,76.9823,2.6041,-14509148000.0,208213772000.0
601868.SH,2025-06-30,2.3947,4803032000.0,11.286,77.7223,2.2646,-13400893000.0,209128744000.0
601868.SH,2025-09-30,2.6894,6088938000.0,10.9216,77.8297,1.8819,-9110250000.0,209658097000.0
601872.SH,2022-03-31,4.8215,1309253871.47,27.0032,53.4122,21.4781,1052762455.66,28220868686.07
601872.SH,2022-06-30,10.3157,2900597888.04,24.0281,53.2064,21.1302,3087304577.33,30098899222.09
601872.SH,2022-09-30,13.2149,3887025148.34,22.115,50.7394,18.0128,4599809070.96,32590491831.57
601872.SH,2022-12-31,17.1138,5068484199.94,21.9237,48.8287,17.0608,6995173616.24,33503823647.53
601872.SH,2023-03-31,3.3535,1130891216.89,26.4756,43.9935,19.2225,2235688490.05,34301486899.95
601872.SH,2023-06-30,8.1048,2803773619.41,27.1473,41.6991,21.584,4443774557.16,35799359007.73
601872.SH,2023-09-30,10.8435,3816092201.49,25.7495,40.2059,20.0609,6677949023.43,36766455829.3
601872.SH,2023-12-31,13.8314,4921639348.3,25.9044,40.1566,19.0164,8917304888.14,37339081185.93
601872.SH,2024-03-31,3.655,1398677934.99,28.6161,38.5168,22.3653,1803018671.22,39086271188.86
601872.SH,2024-06-30,6.6951,2546983168.81,27.4182,42.8875,19.245,4097235845.09,38450782658.73
601872.SH,2024-09-30,9.0808,3443571764.56,26.4788,42.217,17.8458,6402162610.49,38086775993.86
601872.SH,2024-12-31,13.2773,5209203848.74,28.4208,42.1558,20.1913,8476220586.11,40849185974.61
601872.SH,2025-03-31,2.1454,881026893.88,24.6032,42.7587,15.7462,1380071379.09,41458166642.59
601872.SH,2025-06-30,5.2781,2156235633.9,23.544,47.0985,17.1339,3526386301.93,41199905019.18
601872.SH,2025-09-30,8.166,3343422623.73,23.366,46.7359,17.3145,5803489723.4,41524900129.1
601877.SH,2022-03-31,1.8231,667505360.7,22.467,62.3624,6.2494,736688095.25,34848771199.18
601877.SH,2022-06-30,5.288,1963904652.3,22.0221,65.4514,8.3149,-1529145257.02,35122975305.18
601877.SH,2022-09-30,9.7232,3682682613.73,23.2802,63.7108,10.5156,-2674444442.94,36858424429.69
601877.SH,2022-12-31,11.7033,4715000374.58,23.1161,60.1962,10.2557,5096451129.59,41529445233.02
601877.SH,2023-03-31,3.2514,1554721544.67,21.2418,56.7876,9.877,-1051009689.13,43133852435.22
601877.SH,2023-06-30,5.1885,2526305278.11,22.2854,59.8963,9.071,-670838829.45,44351343022.44
601877.SH,2023-09-30,8.0305,3996129307.07,22.8661,60.242,9.3763,1629080577.97,45761565645.26
601877.SH,2023-12-31,9.7744,4948847757.37,21.8628,61.5028,8.6442,4140356000.61,46506387102.73
601877.SH,2024-03-31,2.7166,1370401199.12,22.9439,60.6682,8.6099,-1170887978.88,48116292383.9
601877.SH,2024-06-30,4.8491,2537324488.52,25.3457,63.1797,8.7531,4590943328.48,48137286032.55
601877.SH,2024-09-30,8.6547,4614517339.26,25.4091,62.8812,9.9431,7499786951.34,50089683424.99
601877.SH,2024-12-31,9.5429,5209205392.17,23.5031,63.2777,8.0739,15201987662.12,50706615055.72
601877.SH,2025-03-31,2.7285,1507573160.2,25.5081,64.2087,10.355,2417521087.46,51882401388.3
601877.SH,2025-06-30,6.0109,3433363385.94,28.0769,66.4832,11.5917,7128490398.29,52032284887.93
601877.SH,2025-09-30,9.7399,5655501864.58,27.5099,66.0924,12.1896,15252227709.04,52606429501.61
601878.SH,2022-03-31,1.3473,323319247.35,,80.0446,10.3196,1127850456.75,24157248839.87
601878.SH,2022-06-30,2.9279,735172668.29,,78.6609,9.8503,4427895440.6,26996670356.16
601878.SH,2022-09-30,4.6747,1165910665.77,,79.7117,10.0647,-1951191294.01,26782272805.83
601878.SH,2022-12-31,6.6218,1701523370.27,,80.0609,10.1196,523055429.94,27308793066.95
601878.SH,2023-03-31,1.8521,506043136.3,,81.593,10.2633,1032888666.21,27767283573.59
601878.SH,2023-06-30,3.4851,941898582.73,,81.2236,11.1393,7473409846.55,27394820904.51
601878.SH,2023-09-30,5.0479,1374377725.26,,81.076,10.8888,10566073770.7,27814287398.17
601878.SH,2023-12-31,6.5995,1823772206.68,,80.5733,10.3399,5910256097.99,28271200543.68
601878.SH,2024-03-31,1.6411,457824391.76,,79.8816,11.7922,3292570342.26,28775306292.54
601878.SH,2024-06-30,2.8829,814740534.56,,78.7484,10.184,-3033644157.84,28684351003.6
601878.SH,2024-09-30,4.6012,1309056282.95,,79.8814,32.1512,7989488599.66,29264437881.25
601878.SH,2024-12-31,6.2109,2006942573.15,,76.2961,12.6893,6287600355.51,36524386201.64
601878.SH,2025-03-31,1.5686,566890013.38,,78.4219,18.9351,-1331817103.28,36988469738.94
601878.SH,2025-06-30,3.2303,1289088363.7,,76.8217,21.1083,-1016967339.77,46144490661.37
601878.SH,2025-09-30,5.2743,2230018516.44,,78.5461,32.8497,5449125706.33,46994372103.64
601881.SH,2022-03-31,1.5519,1559340428.19,,82.4184,21.2529,17432704552.09,101499604790.99
601881.SH,2022-06-30,4.3327,4327675044.32,,83.6302,23.7648,55852444540.2,100769478950.09
601881.SH,2022-09-30,6.3733,6441082828.35,,83.4213,23.6125,23888499355.79,103173028599.71
601881.SH,2022-12-31,7.7076,7768482297.93,,83.5863,23.0916,30798599446.71,102621910496.1
601881.SH,2023-03-31,2.1608,2248818409.08,,83.9052,25.8561,5404471130.6,105593481974.36
601881.SH,2023-06-30,4.4868,4939429950.18,,82.9699,28.3654,1759780198.4,117591351940.34
601881.SH,2023-09-30,5.9177,6603422794.6,,82.1688,25.9128,-28167717136.12,120596438084.75
601881.SH,2023-12-31,6.761,7884009210.42,,80.3236,23.4336,-44260691662.01,130494786407.97
601881.SH,2024-03-31,1.2384,1631553900.65,,82.697,22.6163,82344456666.09,133034042757.18
601881.SH,2024-06-30,3.3191,4388050264.49,,82.5187,43.9584,73093656595.66,133961032821.44
601881.SH,2024-09-30,5.2136,6963958423.16,,81.723,44.1974,58056098739.59,136696933105.83
601881.SH,2024-12-31,7.4043,10030922004.32,,80.9485,28.2791,34796748317.43,140499444271.18
601881.SH,2025-03-31,2.1336,3015898120.96,,81.0348,39.9034,7379071396.39,142235158094.52
601881.SH,2025-06-30,4.559,6487892026.08,,81.5598,47.1965,15566604973.91,144154144026.52
601881.SH,2025-09-30,7.4901,10968401783.06,,82.3005,48.2112,33090979606.89,152409338144.47
601888.SH,2022-03-31,8.3089,2916636324.09,34.0036,33.4823,17.3793,-1233256091.12,36930762644.62
601888.SH,2022-06-30,12.9555,4514365018.56,33.9828,32.4411,16.3264,-3435636942.92,36224402297.17
601888.SH,2022-09-30,11.8983,5521184312.87,31.2179,23.129,14.0258,-4007512272.23,53486749106.2
601888.SH,2022-12-31,12.8667,6188249974.43,28.3855,28.693,11.3686,-3415245341.32,54127411732.21
601888.SH,2023-03-31,4.6413,2465971601.54,29.003,29.5263,11.8731,7424636587.15,56283120270.81
601888.SH,2023-06-30,7.7364,4094722589.51,30.6143,27.6203,11.4191,8573227548.05,57114552507.82
601888.SH,2023-09-30,10.2905,5423157058.16,31.7469,26.3142,10.6677,13442904588.11,58345861513.85
601888.SH,2023-12-31,13.1117,7266212256.19,31.8192,24.9625,10.7584,15126419298.22,59181635135.24
601888.SH,2024-03-31,4.1941,2435203776.12,33.3113,23.2126,12.9483,5301855586.86,61623812612.52
601888.SH,2024-06-30,6.0984,3647062369.15,33.5334,21.5073,11.665,4309149718.53,59526664553.96
601888.SH,2024-09-30,7.2536,4311124493.65,33.123,20.6741,10.0211,5103650006.6,59957595086.32
601888.SH,2024-12-31,7.8345,4862490300.67,32.0302,20.0786,8.6102,7939327277.01,60948336890.57
601888.SH,2025-03-31,3.4585,2055785045.68,32.9782,21.802,12.2762,4796979888.31,62919948893.08
601888.SH,2025-06-30,4.7142,2906356631.76,32.7651,18.6074,10.3243,2607120734.25,61051900467.49
601888.SH,2025-09-30,5.5104,3463710305.2,32.5444,18.3368,8.6892,3387993629.01,61652733469.63
601898.SH,2022-03-31,5.76,9410870000.0,24.032,54.702,15.2453,9969791000.0,153116657000.0
