信号等级,代码,名称,类型,收盘价,涨跌幅%,量比,K线形态,MACD,背离前价,背离近价,背离前MACD,背离近MACD,背离间距日
C-形态放量,000915.SZ,000915.SZ,个股,28.31,0.0,1.95,蜻蜓十字,-0.0532,,,,,
C-形态放量,600568.SH,600568.SH,个股,2.36,4.89,1.95,蜻蜓十字,-0.1089,,,,,
C-形态放量,603429.SH,603429.SH,个股,10.87,5.02,1.95,蜻蜓十字,0.1873,,,,,
C-形态放量,603669.SH,603669.SH,个股,5.73,4.95,1.93,看涨吞没,0.3298,,,,,
C-形态放量,159712.SZ,159712.SZ,ETF/基金,1.12,-0.88,1.9,锤子线,-0.0296,,,,,
C-形态放量,600284.SH,600284.SH,个股,5.51,5.35,1.9,三内部上涨,-0.4245,,,,,
C-形态放量,300506.SZ,300506.SZ,个股,6.55,8.8,1.89,看涨吞没,0.3352,,,,,
C-形态放量,002338.SZ,002338.SZ,个股,57.22,7.94,1.86,三外部上涨,-0.8739,,,,,
C-形态放量,601117.SH,601117.SH,个股,8.4,3.96,1.84,看涨吞没,-0.0461,,,,,
C-形态放量,600517.SH,600517.SH,个股,5.04,-3.82,1.83,锤子线,-0.2123,,,,,
C-形态放量,600770.SH,600770.SH,个股,6.91,3.44,1.79,看涨吞没,0.0379,,,,,
C-形态放量,688093.SH,688093.SH,个股,36.8,6.39,1.79,看涨吞没,0.8845,,,,,
C-形态放量,002514.SZ,002514.SZ,个股,2.25,5.14,1.78,看涨吞没,-0.4797,,,,,
C-形态放量,159367.SZ,159367.SZ,ETF/基金,2.2,3.77,1.78,早晨之星,0.0528,,,,,
C-形态放量,589550.SH,589550.SH,ETF/基金,1.49,3.47,1.75,三外部上涨,0.0273,,,,,
C-形态放量,561780.SH,561780.SH,ETF/基金,1.76,2.33,1.74,早晨之星,0.0199,,,,,
C-形态放量,600192.SH,600192.SH,个股,7.75,-0.26,1.74,锤子线,-0.1579,,,,,
C-形态放量,512180.SH,512180.SH,ETF/基金,1.83,1.67,1.72,蜻蜓十字,0.0146,,,,,
C-形态放量,589880.SH,589880.SH,ETF/基金,2.01,4.15,1.72,三外部上涨,0.0847,,,,,
C-形态放量,159636.SZ,159636.SZ,ETF/基金,0.48,0.0,1.69,蜻蜓十字,-0.02,,,,,
C-形态放量,603270.SH,603270.SH,个股,33.44,4.5,1.69,看涨吞没,0.8305,,,,,
C-形态放量,002983.SZ,002983.SZ,个股,27.49,5.29,1.67,看涨吞没,0.5247,,,,,
C-形态放量,002365.SZ,002365.SZ,个股,10.95,2.62,1.65,早晨之星,-0.5139,,,,,
C-形态放量,301119.SZ,301119.SZ,个股,24.33,5.55,1.64,三外部上涨,-0.8441,,,,,
C-形态放量,300386.SZ,300386.SZ,个股,11.72,0.34,1.63,看涨孕线,-0.2895,,,,,
C-形态放量,002203.SZ,002203.SZ,个股,25.95,1.68,1.62,三外部上涨,1.4424,,,,,
C-形态放量,603456.SH,603456.SH,个股,13.65,0.52,1.62,三外部上涨,0.0259,,,,,
C-形态放量,600877.SH,600877.SH,个股,17.1,6.81,1.61,看涨吞没,0.2691,,,,,
C-形态放量,603901.SH,603901.SH,个股,10.9,7.5,1.61,三外部上涨,-0.3873,,,,,
C-形态放量,300708.SZ,300708.SZ,个股,8.57,7.26,1.6,看涨吞没,-0.2578,,,,,
C-形态放量,000546.SZ,000546.SZ,个股,5.57,7.53,1.59,看涨吞没,-0.2789,,,,,
C-形态放量,589380.SH,589380.SH,ETF/基金,1.87,5.06,1.59,三外部上涨,0.0416,,,,,
C-形态放量,600096.SH,600096.SH,个股,32.28,9.16,1.58,看涨吞没,-0.4413,,,,,
C-形态放量,515000.SH,515000.SH,ETF/基金,1.71,2.4,1.56,三外部上涨,0.0961,,,,,
C-形态放量,605167.SH,605167.SH,个股,16.25,7.9,1.56,看涨吞没,-0.1943,,,,,
C-形态放量,688135.SH,688135.SH,个股,41.76,3.24,1.55,三外部上涨,0.9727,,,,,
C-形态放量,560660.SH,560660.SH,ETF/基金,1.18,6.31,1.54,看涨吞没,-0.0036,,,,,
C-形态放量,603281.SH,603281.SH,个股,40.29,-3.84,1.54,锤子线,1.4426,,,,,
C-形态放量,159369.SZ,159369.SZ,ETF/基金,1.78,2.89,1.53,看涨吞没,0.0433,,,,,
C-形态放量,920675.BJ,920675.BJ,个股,8.34,4.77,1.53,看涨吞没,-0.3678,,,,,
C-形态放量,688188.SH,688188.SH,个股,106.57,6.62,1.52,早晨之星,-14.4165,,,,,
C-形态放量,600906.SH,600906.SH,个股,7.64,5.09,1.51,看涨吞没,0.238,,,,,
C-形态放量,688798.SH,688798.SH,个股,73.27,9.85,1.51,早晨之星,-0.3755,,,,,
C-形态放量,601112.SH,601112.SH,个股,18.2,6.37,1.5,看涨吞没,-0.2717,,,,,
